Order Event,Fix_Col_0,FirmROID,MsgType,CAT_IM_ID,Date,Order ID,Symbol,Fix_Col_1,TimeStamp,Fix_Col_2,Fix_Col_3,Fix_Col_4,Sender_IM_ID,Receiver_IM_ID,Firm_Exchange,Routed_OrderID,Fix_Col_5,SideType,Price,Quantity,Fix_Col_6,OrderType,TIF,Trading_Session,Fix_Col_7,Fix_Col_8,Fix_Col_9,Fix_Col_10,Fix_Col_11,Fix_Col_12,Fix_Col_13,Fix_Col_14,Fix_Col_15,Fix_Col_16
Order Event,Fix_Col_0,FirmROID,MsgType,CAT_IM_ID,Date,Order ID,Symbol,Fix_Col_1,TimeStamp,Fix_Col_2,Fix_Col_3,Fix_Col_4,Sender_IM_ID,Receiver_IM_ID,Firm_Exchange,Routed_OrderID,Fix_Col_5,SideType,Price,Quantity,Fix_Col_6,OrderType,TIF,Trading_Session,Fix_Col_7,Fix_Col_8,Fix_Col_9,Fix_Col_10,Fix_Col_11,Fix_Col_12,Fix_Col_13,Fix_Col_14,Fix_Col_15,Fix_Col_16
